time	V(n006)
2.735657553022944e-02	-2.124167e-01
2.741795945880087e-02	-2.415804e-01
2.747934338737230e-02	-2.699048e-01
2.754072731594372e-02	-2.973899e-01
2.760211124451515e-02	-3.240357e-01
2.766349517308658e-02	-3.498422e-01
2.772487910165801e-02	-3.748094e-01
2.775836124451515e-02	-3.878884e-01
2.779184338737229e-02	-4.006033e-01
2.782532553022943e-02	-4.129540e-01
2.785880767308658e-02	-4.249404e-01
2.789228981594372e-02	-4.365627e-01
2.792577195880086e-02	-4.478207e-01
2.795925410165800e-02	-4.587145e-01
2.801505767308657e-02	-4.760229e-01
2.807086124451514e-02	-4.921024e-01
2.812666481594371e-02	-5.069529e-01
2.818246838737228e-02	-5.205744e-01
2.823827195880085e-02	-5.329671e-01
2.829407553022942e-02	-5.441308e-01
2.834987910165799e-02	-5.540656e-01
2.839452195880085e-02	-5.610180e-01
2.843916481594370e-02	-5.670959e-01
2.848380767308656e-02	-5.722991e-01
2.852845053022942e-02	-5.766278e-01
2.857309338737227e-02	-5.800819e-01
2.861773624451513e-02	-5.826614e-01
2.866237910165799e-02	-5.843664e-01
2.869028088737227e-02	-5.849716e-01
2.871818267308656e-02	-5.852299e-01
2.874608445880084e-02	-5.851415e-01
2.877398624451512e-02	-5.847062e-01
2.880188803022941e-02	-5.839242e-01
2.882978981594370e-02	-5.827953e-01
2.885769160165798e-02	-5.813196e-01
2.897487910165798e-02	-5.713824e-01
2.900836124451512e-02	-5.674313e-01
2.904184338737226e-02	-5.630084e-01
2.907532553022940e-02	-5.581139e-01
2.910880767308655e-02	-5.527477e-01
2.914228981594369e-02	-5.469098e-01
2.917577195880083e-02	-5.406002e-01
2.920925410165797e-02	-5.338190e-01
2.926505767308655e-02	-5.214415e-01
2.932086124451511e-02	-5.079269e-01
2.937666481594368e-02	-4.932750e-01
2.943246838737226e-02	-4.774860e-01
2.948827195880083e-02	-4.605599e-01
2.954407553022939e-02	-4.424965e-01
2.959987910165797e-02	-4.232960e-01
2.963894160165797e-02	-4.092887e-01
2.967800410165796e-02	-3.948567e-01
2.971706660165796e-02	-3.800000e-01
2.975612910165796e-02	-3.647185e-01
2.979519160165796e-02	-3.490124e-01
2.983425410165796e-02	-3.328815e-01
