Freq.	V(n006)
1.65958690743755e+02	-1.17936863864432e+00,-4.38488456937280e-01
1.69824365246174e+02	-1.23671971848063e+00,-2.36514671575908e-01
1.73780082874937e+02	-1.24315184301894e+00,-5.01766672579979e-02
1.77827941003892e+02	-1.21616735927665e+00,1.10541600086092e-01
1.81970085860998e+02	-1.17036795519312e+00,2.44723339445955e-01
1.86208713666286e+02	-1.11561421779037e+00,3.55707443138578e-01
1.90546071796324e+02	-1.05773452460275e+00,4.47994331740447e-01
1.94984459975804e+02	-9.99808476435673e-01,5.25803035676870e-01
1.99526231496887e+02	-9.43243179852844e-01,5.92591246618668e-01
2.04173794466952e+02	-8.88500556423374e-01,6.51011277420618e-01
2.08929613085403e+02	-8.35542888518225e-01,7.03020998197901e-01
2.13796208950222e+02	-7.84091967127703e-01,7.50026489666608e-01
2.18776162394954e+02	-7.33775281299695e-01,7.93011420384363e-01
2.23872113856833e+02	-6.84206721874670e-01,8.32641679248554e-01
2.29086765276776e+02	-6.35030185923248e-01,8.69346250111121e-01
2.34422881531991e+02	-5.85942363359929e-01,9.03378888914881e-01
2.39883291901948e+02	-5.36703794624267e-01,9.34865377889865e-01
2.45470891568502e+02	-4.87143157555386e-01,9.63840287174304e-01
2.51188643150957e+02	-4.37157424603762e-01,9.90276154105677e-01
2.57039578276885e+02	-3.86709267390840e-01,1.01410709216465e+00
2.63026799189537e+02	-3.35822428957730e-01,1.03524813849254e+00
2.69153480392690e+02	-2.84575476429270e-01,1.05361113681281e+00
2.75422870333816e+02	-2.33094235986191e-01,1.06911760540900e+00
2.81838293126444e+02	-1.81543205070812e-01,1.08170882821766e+00
2.88403150312659e+02	-1.30116274574091e-01,1.09135330301329e+00
2.95120922666637e+02	-7.90271379993157e-02,1.09805165743283e+00
3.01995172040200e+02	-2.84997912340749e-02,1.10183917559558e+00
3.09029543251358e+02	2.12404772556750e-02,1.10278614109032e+00
3.16227766016837e+02	6.99752438843814e-02,1.10099627441036e+00
3.23593656929627e+02	1.17499961381402e-01,1.09660360678745e+00
3.31131121482590e+02	1.63629620312388e-01,1.08976817530863e+00
3.38844156139201e+02	2.08202956672850e-01,1.08067093953459e+00
3.46736850452530e+02	2.51085199807147e-01,1.06950830650168e+00
3.54813389233574e+02	2.92169441599177e-01,1.05648661248277e+00
3.63078054770100e+02	3.31376776015913e-01,1.04181685276185e+00
3.71535229097171e+02	3.68655404145590e-01,1.02570988288324e+00
3.80189396320559e+02	4.03978923602427e-01,1.00837224420395e+00
3.89045144994279e+02	4.37344024883963e-01,9.90002699729921e-01
3.98107170553495e+02	4.68767804933311e-01,9.70789507951339e-01
4.07380277804111e+02	4.98284884473894e-01,9.50908415507902e-01
4.16869383470333e+02	5.25944485304266e-01,9.30521314990535e-01
4.26579518801591e+02	5.51807590740958e-01,9.09775491561761e-01
4.36515832240164e+02	5.75944279977765e-01,8.88803369920186e-01
4.46683592150961e+02	5.98431297527034e-01,8.67722669483265e-01
4.57088189614873e+02	6.19349893457262e-01,8.46636878395539e-01
4.67735141287196e+02	6.38783949425406e-01,8.25635964069156e-01
4.78630092322636e+02	6.56818389540838e-01,8.04797247680132e-01
4.89778819368444e+02	6.73537863529906e-01,7.84186380970588e-01
5.01187233627270e+02	6.89025681915371e-01,7.63858374793399e-01
5.12861383991362e+02	7.03362978309401e-01,7.43858639357010e-01
5.24807460249770e+02	7.16628071763970e-01,7.24224005635961e-01
5.37031796370250e+02	7.28896001802612e-01,7.04983705674603e-01
5.49540873857622e+02	7.40238209730592e-01,6.86160296454465e-01
5.62341325190346e+02	7.50722341640321e-01,6.67770517655364e-01
5.75439937337154e+02	7.60412150844041e-01,6.49826078119980e-01
5.88843655355586e+02	7.69367480011325e-01,6.32334369271047e-01
6.02559586074355e+02	7.77644305874144e-01,6.15299106283308e-01
6.16595001861479e+02	7.85294831856929e-01,5.98720899631511e-01
6.30957344480190e+02	7.92367616310662e-01,5.82597760862732e-01
6.45654229034652e+02	7.98907726132148e-01,5.66925547202637e-01
6.60693448007592e+02	8.04956907411800e-01,5.51698350009177e-01
6.76082975391978e+02	8.10553766373528e-01,5.36908832224386e-01
6.91830970918933e+02	8.15733955258400e-01,5.22548519919105e-01
7.07945784384134e+02	8.20530358977031e-01,5.08608052835644e-01
7.24435960074986e+02	8.24973279335073e-01,4.95077398555405e-01
7.41310241300914e+02	8.29090614444502e-01,4.81946034587646e-01
7.58577575029180e+02	8.32908031593029e-01,4.69203102317936e-01
7.76247116628688e+02	8.36449132376284e-01,4.56837536389786e-01
7.94328234724277e+02	8.39735609322008e-01,4.44838172733666e-01
8.12830516164095e+02	8.42787393569928e-01,4.33193838113552e-01
8.31763771102666e+02	8.45622793430727e-01,4.21893423737817e-01
8.51138038202372e+02	8.48258623845915e-01,4.10925945182248e-01
8.70963589956076e+02	8.50710326918816e-01,4.00280590599639e-01
8.91250938133741e+02	8.52992083795145e-01,3.89946758943023e-01
9.12010839355905e+02	8.55116918247589e-01,3.79914089707536e-01
9.33254300796986e+02	8.57096792369376e-01,3.70172485497925e-01
9.54992586021431e+02	8.58942694812383e-01,3.60712128553161e-01
9.77237220955805e+02	8.60664722020494e-01,3.51523492204824e-01
9.99999999999994e+02	8.62272152912318e-01,3.42597348109881e-01
1.02329299228075e+03	8.63773517461948e-01,3.33924769979518e-01
1.04712854805089e+03	8.65176659614610e-01,3.25497134421861e-01
1.07151930523760e+03	8.66488794957622e-01,3.17306119426155e-01
1.09647819614318e+03	8.67716563547554e-01,3.09343700937688e-01
1.12201845430196e+03	8.68866078273093e-01,3.01602147904999e-01
1.14815362149688e+03	8.69942969110535e-01,2.94074016122431e-01
1.17489755493952e+03	8.70952423606060e-01,2.86752141140697e-01
1.20226443461741e+03	8.71899223896144e-01,2.79629630474815e-01
1.23026877081237e+03	8.72787780555257e-01,2.72699855301589e-01
1.25892541179416e+03	8.73622163538568e-01,2.65956441806965e-01
1.28824955169313e+03	8.74406130466824e-01,2.59393262316369e-01
1.31825673855640e+03	8.75143152481183e-01,2.53004426317902e-01
1.34896288259165e+03	8.75836437877451e-01,2.46784271468490e-01
1.38038426460288e+03	8.76488953712036e-01,2.40727354656250e-01
1.41253754462275e+03	8.77103445555940e-01,2.34828443178106e-01
1.44543977074592e+03	8.77682455558311e-01,2.29082506079603e-01
1.47910838816820e+03	8.78228338967253e-01,2.23484705693691e-01
1.51356124843620e+03	8.78743279242997e-01,2.18030389406716e-01
1.54881661891247e+03	8.79229301886790e-01,2.12715081672636e-01
1.58489319246110e+03	8.79688287098125e-01,2.07534476290507e-01
1.62181009735892e+03	8.80121981363113e-01,2.02484428955311e-01
1.65958690743755e+03	8.80532008067735e-01,1.97560950088010e-01
1.69824365246173e+03	8.80919877221430e-01,1.92760197947395e-01
1.73780082874936e+03	8.81286994368977e-01,1.88078472023445e-01
1.77827941003891e+03	8.81634668761680e-01,1.83512206709722e-01
1.81970085860997e+03	8.81964120852560e-01,1.79057965250478e-01
1.86208713666286e+03	8.82276489174569e-01,1.74712433956769e-01
1.90546071796323e+03	8.82572836655535e-01,1.70472416684708e-01
1.94984459975803e+03	8.82854156418835e-01,1.66334829568222e-01
1.99526231496887e+03	8.83121377114403e-01,1.62296695997953e-01
2.04173794466952e+03	8.83375367820760e-01,1.58355141837624e-01
2.08929613085403e+03	8.83616942555130e-01,1.54507390868821e-01
2.13796208950222e+03	8.83846864425433e-01,1.50750760455044e-01
2.18776162394954e+03	8.84065849454967e-01,1.47082657415788e-01
2.23872113856832e+03	8.84274570107892e-01,1.43500574101507e-01
2.29086765276776e+03	8.84473658541121e-01,1.40002084660372e-01
2.34422881531991e+03	8.84663709606029e-01,1.36584841487909e-01
2.39883291901947e+03	8.84845283621325e-01,1.33246571850825e-01
2.45470891568501e+03	8.85018908936536e-01,1.29985074676541e-01
2.51188643150956e+03	8.85185084303957e-01,1.26798217500236e-01
2.57039578276885e+03	8.85344281075285e-01,1.23683933561458e-01
2.63026799189536e+03	8.85496945237806e-01,1.20640219042692e-01
2.69153480392690e+03	8.85643499303743e-01,1.17665130442531e-01
2.75422870333815e+03	8.85784344065164e-01,1.14756782076431e-01
2.81838293126443e+03	8.85919860225863e-01,1.11913343698319e-01
2.88403150312658e+03	8.86050409920602e-01,1.09133038236635e-01
2.95120922666636e+03	8.86176338131281e-01,1.06414139638670e-01
3.01995172040199e+03	8.86297974008782e-01,1.03754970817381e-01
3.09029543251357e+03	8.86415632108526e-01,1.01153901695110e-01
3.16227766016836e+03	8.86529613547098e-01,9.86093473389517e-02
3.23593656929626e+03	8.86640207086742e-01,9.61197661827416e-02
3.31131121482589e+03	8.86747690153937e-01,9.36836583309205e-02
3.38844156139200e+03	8.86852329797798e-01,9.12995639397644e-02
3.46736850452529e+03	8.86954383593603e-01,8.89660616717085e-02
3.54813389233573e+03	8.87054100496292e-01,8.66817672187194e-02
3.63078054770099e+03	8.87151721648468e-01,8.44453318908853e-02
3.71535229097170e+03	8.87247481147065e-01,8.22554412665993e-02
3.80189396320558e+03	8.87341606772523e-01,8.01108139009038e-02
3.89045144994278e+03	8.87434320684075e-01,7.80102000887561e-02
3.98107170553494e+03	8.87525840084450e-01,7.59523806801390e-02
4.07380277804110e+03	8.87616377857106e-01,7.39361659441160e-02
4.16869383470332e+03	8.87706143178868e-01,7.19603944790917e-02
4.26579518801589e+03	8.87795342110691e-01,7.00239321666624e-02
4.36515832240162e+03	8.87884178169050e-01,6.81256711666226e-02
4.46683592150960e+03	8.87972852880375e-01,6.62645289507763e-02
4.57088189614871e+03	8.88061566320724e-01,6.44394473733724e-02
4.67735141287194e+03	8.88150517642858e-01,6.26493917760628e-02
4.78630092322634e+03	8.88239905592700e-01,6.08933501254154e-02
4.89778819368442e+03	8.88329929017076e-01,5.91703321811056e-02
5.01187233627268e+03	8.88420787364597e-01,5.74793686930065e-02
5.12861383991361e+03	8.88512681181388e-01,5.58195106254915e-02
5.24807460249768e+03	8.88605812603373e-01,5.41898284073447e-02
5.37031796370248e+03	8.88700385846708e-01,5.25894112057504e-02
5.49540873857620e+03	8.88796607697973e-01,5.10173662229052e-02
5.62341325190344e+03	8.88894688005614e-01,4.94728180138764e-02
5.75439937337152e+03	8.88994840174144e-01,4.79549078243627e-02
5.88843655355584e+03	8.89097281662605e-01,4.64627929471086e-02
6.02559586074353e+03	8.89202234488681e-01,4.49956460957446e-02
6.16595001861477e+03	8.89309925739962e-01,4.35526547948913e-02
6.30957344480188e+03	8.89420588093743e-01,4.21330207854033e-02
6.45654229034650e+03	8.89534460346817e-01,4.07359594436738e-02
6.60693448007590e+03	8.89651787956683e-01,3.93606992139410e-02
6.76082975391976e+03	8.89772823595613e-01,3.80064810525963e-02
6.91830970918931e+03	8.89897827719050e-01,3.66725578834931e-02
7.07945784384132e+03	8.90027069149813e-01,3.53581940633041e-02
7.24435960074984e+03	8.90160825679623e-01,3.40626648559724e-02
7.41310241300911e+03	8.90299384689497e-01,3.27852559153432e-02
7.58577575029177e+03	8.90443043790579e-01,3.15252627750544e-02
7.76247116628685e+03	8.90592111487060e-01,3.02819903447898e-02
7.94328234724275e+03	8.90746907862849e-01,2.90547524119939e-02
8.12830516164092e+03	8.90907765293726e-01,2.78428711481603e-02
8.31763771102664e+03	8.91075029186777e-01,2.66456766187948e-02
8.51138038202369e+03	8.91249058748989e-01,2.54625062961593e-02
8.70963589956073e+03	8.91430227786917e-01,2.42927045738812e-02
8.91250938133738e+03	8.91618925539474e-01,2.31356222825257e-02
9.12010839355902e+03	8.91815557545924e-01,2.19906162051720e-02
9.33254300796983e+03	8.92020546551323e-01,2.08570485920639e-02
9.54992586021428e+03	8.92234333451669e-01,1.97342866733339e-02
9.77237220955802e+03	8.92457378281246e-01,1.86217021688103e-02
1.00000000000000e+04	8.92690161244642e-01,1.75186707938514e-02
